Source,Target 
429,90058 
429,64128 
429,77442 
429,69842 
429,6068 
429,10415 
429,210 
429,10303 
429,24940 
429,99746 
429,79531 
429,6650 
429,30682 
429,101685 
483,70977 
510,60301 
510,97198 
510,57577 
510,53910 
510,30214 
510,101285 
510,23007 
510,90058 
510,81222 
510,64865 
510,18401 
510,10415 
510,72850 
510,14666 
510,72861 
510,28887 
510,29760 
510,102643 
510,9744 
510,46929 
510,50909 
510,68454 
510,91751 
510,108327 
510,63769 
510,107469 
510,52686 
510,19211 
510,51150 
510,15985 
510,70580 
510,11146 
510,11149 
510,30415 
510,21461 
510,48098 
510,82613 
510,9216 
510,55106 
510,34753 
510,82451 
510,96061 
510,92455 
510,70440 
510,62533 
510,93218 
510,56672 
510,5402 
510,61952 
510,17346 
510,2235 
510,74480 
510,62361 
510,70852 
510,41545 
510,73686 
510,58390 
510,12699 
510,32215 
510,74277 
510,35943 
510,101685 
510,82040 
510,97375 
510,28821 
510,33297 
510,56508 
510,23024 
510,57788 
510,67742 
592,120 
592,31354 
592,73353 
592,77088 
592,87074 
592,29718 
592,16758 
592,65372 
592,17197 
592,5461 
592,109472 
592,106510 
592,87758 
592,69220 
592,75824 
592,60887 
592,22268 
592,55926 
592,39629 
592,40697 
592,1841 
592,56972 
592,92078 
592,32168 
592,14087 
592,100638 
592,23300 
592,81003 
604,44476 
604,69186 
604,58342 
604,29625 
604,11599 
643,42079 
643,24129 
643,99666 
643,68331 
643,28058 
643,38731 
643,18590 
643,69437 
643,71818 
643,72949 
643,94731 
643,103433 
643,76794 
643,69186 
643,48887 
643,69516 
643,95274 
643,97186 
666,15759 
666,69708 
666,16121 
666,43723 
666,36691 
666,4488 
666,99551 
666,71366 
666,74952 
666,78084 
666,66627 
666,75824 
702,75577 
702,69186 
702,73353 
702,8702 
702,72191 
702,22844 
702,102978 
702,96069 
702,4572 
702,59776 
702,97623 
702,61992 
702,49734 
759,77088 
759,8336 
759,73570 
759,69186 
759,62815 
759,81003 
765,78 
765,820 
765,41712 
765,23137 
765,106791 
765,85575 
765,30073 
765,2042 
765,103075 
765,48949 
765,82886 
765,8336 
765,64720 
765,105378 
765,72659 
765,8260 
765,73800 
765,31437 
765,50098 
765,43014 
765,14770 
765,103964 
765,104676 
811,34473 
811,74727 
811,48197 
811,198 
811,41127 
811,29833 
811,1331 
811,37186 
811,69437 
811,29625 
811,44351 
811,40777 
811,69186 
811,17422 
811,48626 
811,48887 
811,88816 
811,95274 
811,16528 
820,63394 
820,29061 
820,65242 
820,87903 
820,85575 
820,2042 
820,60875 
820,103075 
820,101436 
820,68093 
820,43764 
820,49535 
820,104651 
820,21881 
820,103433 
820,75824 
820,73704 
820,54453 
820,45222 
820,98768 
820,23577 
820,87943 
921,69186 
921,23843 
921,53097 
921,101736 
921,100638 
921,30609 
921,2611 
921,91254 
921,93893 
921,90101 
921,14708 
936,48635 
936,6783 
936,45427 
936,66491 
936,64646 
936,26589 
936,65696 
936,10731 
936,28386 
1058,69437 
1058,34473 
1058,60004 
1058,86185 
1058,36858 
1058,102978 
1058,71157 
1058,99563 
1058,89677 
1058,105832 
1153,68327 
1153,31107 
1153,43955 
1153,89974 
1153,77632 
1153,81917 
1153,16391 
1153,77420 
1153,100168 
1153,56339 
1153,63350 
1153,80626 
1153,103433 
1154,73704 
1154,103075 
1154,57089 
1154,2302 
1154,20002 
1154,85633 
1154,87903 
1196,53537 
1196,2764 
1196,6265 
1196,89655 
1196,51788 
1196,5596 
1196,50648 
1196,16875 
1220,59746 
1220,55945 
1220,79351 
1230,71818 
1230,75577 
1230,51779 
1230,38731 
1230,17458 
1230,3615 
1230,71705 
1230,49905 
1230,69437 
1230,88628 
1230,8702 
1230,60051 
1230,70977 
1230,62907 
1230,89115 
1230,106419 
1230,1591 
1230,13420 
1230,42439 
1230,96281 
1230,75824 
1230,69186 
1230,89400 
1230,69516 
1285,32879 
1285,82926 
1285,69095 
1285,65601 
1285,87848 
1285,69437 
1285,8702 
1285,18879 
1285,16773 
1285,56979 
1285,85320 
1285,69886 
1285,45001 
1285,71351 
1285,38150 
1285,34473 
1285,100236 
1285,65242 
1285,51779 
1285,38731 
1285,14692 
1285,71705 
1285,89659 
1285,18306 
1285,72232 
1285,38377 
1285,70977 
1285,62907 
1285,75913 
1285,51139 
1285,102231 
1285,50046 
1285,82672 
1285,69516 
1285,103433 
1285,59964 
1285,87310 
1285,29097 
1285,98649 
1285,3615 
1285,16651 
1285,78084 
1285,57483 
1285,1591 
1285,4064 
1285,44890 
1285,71668 
1285,82431 
1285,18372 
1285,31354 
1285,31107 
1285,103815 
1285,100345 
1285,17573 
1285,75577 
1285,81792 
1285,66187 
1285,77695 
1285,37633 
1285,49905 
1285,38924 
1285,81370 
1285,101736 
1285,66616 
1285,89115 
1285,13420 
1285,75824 
1285,69186 
1285,70666 
1285,6072 
1285,48626 
1285,51693 
1285,60287 
1285,82704 
1297,26051 
1297,97198 
1297,20516 
1297,4567 
1297,36583 
1297,10415 
1297,72861 
1297,89005 
1297,24860 
1297,52686 
1297,79531 
1297,8704 
1297,82613 
1297,89259 
1297,78948 
1297,16486 
1297,61932 
1297,62533 
1297,60012 
1297,74504 
1297,92298 
1331,74727 
1331,80256 
1331,82660 
1331,36236 
1331,108700 
1331,5461 
1331,51179 
1331,13781 
1331,71269 
1331,38895 
1331,66896 
1331,100377 
1331,97965 
1331,10588 
1331,46270 
1331,24533 
1340,11146 
1340,37460 
1340,73874 
1340,61952 
1340,67374 
1340,17767 
1340,97198 
1340,72850 
1340,102157 
1340,53910 
1340,41545 
1340,46929 
1340,70024 
1340,58116 
1340,9867 
1340,66299 
1340,67217 
1340,74277 
1340,55648 
1340,32317 
1340,96061 
1340,42217 
1340,90058 
1340,79467 
1340,74941 
1340,5154 
1340,24860 
1340,10415 
1340,28821 
1340,60292 
1340,92298 
1340,69303 
1340,42023 
1388,65601 
1388,2789 
1388,53133 
1388,44870 
1390,47530 
1390,75109 
1390,12986 
1390,2042 
1390,92003 
1390,82893 
1390,12755 
1390,63364 
1390,50604 
1390,20178 
1390,67462 
1390,56975 
1390,35701 
1390,93084 
1390,48509 
1390,101461 
1390,2930 
1390,68981 
1390,57788 
1462,69186 
1462,36631 
1462,4488 
1463,63272 
1463,106436 
1463,75422 
1463,4707 
1463,82926 
1463,4928 
1463,87310 
1463,56950 
1463,12986 
1463,97198 
1463,97893 
1463,85575 
1463,44975 
1463,28058 
1463,32683 
1463,66332 
1463,6042 
1463,92556 
1463,91483 
1463,90153 
1463,47495 
1463,55106 
1463,9649 
1463,23203 
1463,69437 
1463,66465 
1463,10455 
1463,13593 
1463,47502 
1463,78633 
1463,15759 
1463,63364 
1463,94731 
1463,102978 
1463,56706 
1463,97578 
1463,103433 
1463,29784 
1463,84992 
1463,76794 
1463,92844 
1463,12886 
1463,49732 
1463,69186 
1463,27441 
1463,88863 
1463,40730 
1463,105783 
1463,94926 
1463,24758 
1463,48887 
1463,78863 
1463,92298 
1463,97185 
1463,72861 
1517,101531 
1517,78973 
1517,93424 
1517,97198 
1517,73580 
1517,59917 
1517,63769 
1517,96957 
1517,5154 
1517,89902 
1517,14666 
1517,92298 
1517,70580 
1557,93375 
1557,97198 
1557,70852 
1557,85599 
1557,8010 
1557,76220 
1557,108516 
1557,14970 
1557,34753 
1557,66465 
1557,79137 
1557,60728 
1557,24000 
1557,67467 
1557,28741 
1557,7875 
1557,93218 
1557,53937 
1557,15068 
1557,14666 
1557,29148 
1557,56508 
1557,41721 
1557,23024 
1557,92298 
1591,59964 
1591,19996 
1591,34473 
1591,15823 
1591,27298 
1591,65964 
1591,32879 
1591,55459 
1591,13829 
1591,69369 
1591,36507 
1591,71668 
1591,82563 
1591,13422 
1591,65601 
1591,25374 
1591,82672 
1591,66408 
1591,70551 
1591,44870 
1591,90826 
1591,85037 
1591,47295 
1591,50938 
1591,69437 
1591,10948 
1591,45822 
1591,88628 
1591,47276 
1591,51779 
1591,89219 
1591,17992 
1591,66616 
1591,18499 
1591,49734 
1591,98762 
1591,89115 
1591,106419 
1591,98971 
1591,25132 
1591,88108 
1591,96955 
1591,25233 
1591,17332 
1591,90901 
1591,85884 
1591,98497 
1591,51693 
1591,75913 
1591,61992 
1591,45001 
1591,60287 
1599,820 
1599,19617 
1599,102731 
1599,63575 
1599,99777 
1599,103243 
1599,104619 
1599,86050 
1599,93682 
1599,29667 
1599,103075 
1599,57532 
1599,12794 
1599,53760 
1599,97897 
1599,90807 
1599,57478 
1599,94185 
1599,37186 
1599,74440 
1599,54151 
1599,55112 
1599,77062 
1599,21881 
1599,108222 
1599,80288 
1599,7453 
1599,19667 
1599,85653 
1599,7241 
1599,72532 
1599,45222 
1599,43562 
1622,77297 
1622,28887 
1622,79589 
1622,74480 
1622,97198 
1622,57577 
1622,82613 
1622,53910 
1622,41545 
1622,59917 
1622,90058 
1622,27587 
1622,71164 
1622,101285 
1622,58154 
1622,24277 
1622,63769 
1622,92455 
1622,107469 
1622,67467 
1622,57788 
1622,30559 
1622,10415 
1622,92298 
1622,14666 
1622,15980 
1622,19211 
1622,56957 
1622,76086 
1622,56508 
1622,67742 
1622,30682 
1622,70580 
1622,72861 
1672,71049 
1672,93693 
1672,8702 
1672,51693 
1672,75824 
1672,69186 
1672,89115 
1672,82704 
1689,31354 
1689,5890 
1689,69822 
1689,1672 
1689,25478 
1689,93693 
1689,8702 
1689,57880 
1689,82522 
1689,13420 
1689,25553 
1689,69186 
1689,51693 
1689,89115 
1689,82704 
1716,78223 
1716,7631 
1716,97198 
1716,94281 
1716,46099 
1716,40763 
1716,76909 
1716,37121 
1716,31853 
1716,75428 
1765,27341 
1765,79065 
1765,64455 
1765,57089 
1765,104619 
1765,43601 
1765,71256 
1765,84947 
1765,29667 
1765,103075 
1765,57478 
1765,103243 
1765,49535 
1765,74440 
1765,104651 
1765,76297 
1765,106752 
1765,21881 
1765,41649 
1765,7453 
1765,49799 
1765,86144 
1765,36646 
1765,85653 
1765,7986 
1765,59396 
1765,45222 
1765,84794 
1766,107284 
1766,14882 
1766,69813 
1766,65242 
1766,28499 
1766,69437 
1766,60301 
1766,46252 
1766,4946 
1766,18610 
1766,61185 
1766,33798 
1766,61507 
1766,82211 
1766,28406 
1766,89722 
1823,76193 
1823,71049 
1823,92550 
1823,6293 
1823,66187 
1823,15415 
1823,38924 
1823,69516 
1823,82364 
1823,62907 
1823,15434 
1823,69186 
1823,101902 
1823,56339 
1823,91032 
1823,107533 
1823,94175 
1823,72853 
1823,105851 
1825,70063 
1825,53482 
1825,82926 
1825,16645 
1825,53273 
1825,44127 
1825,25644 
1825,51536 
1825,53512 
1825,88108 
1825,93232 
1825,100885 
1825,47276 
1825,72232 
1825,82364 
1825,70977 
1825,98762 
1825,77170 
1825,92844 
1825,42408 
1825,103433 
1825,59964 
1825,87310 
1825,37986 
1825,13829 
1825,93893 
1825,98971 
1825,58342 
1825,60833 
1825,86691 
1825,69369 
1825,4501 
1825,17992 
1825,13281 
1825,13376 
1825,1841 
1825,89115 
1825,89686 
1825,62200 
1841,32573 
1841,87310 
1841,31354 
1841,12316 
1841,65793 
1841,32651 
1841,67375 
1841,23895 
1841,17197 
1841,28058 
1841,30303 
1841,76142 
1841,109428 
1841,16121 
1841,13289 
1841,5538 
1841,30283 
1841,106242 
1841,97053 
1841,94731 
1841,88355 
1841,44476 
1841,55014 
1841,42362 
1841,42060 
1841,79006 
1841,87581 
1841,75824 
1841,36962 
1841,22844 
1841,69186 
1841,44034 
1841,55780 
1841,105783 
1841,100638 
1841,29699 
1841,108344 
1841,95274 
1841,103449 
1841,74854 
1841,94866 
1858,32651 
1858,65863 
1858,2611 
1858,4049 
1858,37472 
1858,74854 
1858,10793 
1858,1841 
1858,7728 
1858,68204 
1858,6511 
1858,62905 
1858,108237 
1879,69437 
1879,107157 
1879,41133 
1879,79018 
1879,33674 
1879,16202 
1879,67347 
1956,820 
1956,69437 
1956,59964 
1956,34473 
1956,69813 
1956,91563 
1956,95754 
1956,65242 
1956,17992 
1956,101914 
1956,92556 
1956,4064 
1956,71157 
1956,99958 
1956,48887 
1956,95017 
1956,64402 
1956,43806 
1956,83433 
1956,91586 
1956,82926 
1956,8018 
1956,102978 
1956,35257 
1956,99563 
1956,98543 
1956,22530 
1956,70977 
1956,11167 
1956,75824 
1956,51763 
1956,72191 
1956,41411 
1956,106487 
1956,93318 
1956,98497 
1956,89115 
1956,85713 
1981,9710 
1981,5461 
1981,2611 
1981,64315 
1981,46518 
1981,33307 
1994,39815 
1994,76146 
1994,20002 
1994,60263 
1994,6206 
1994,99770 
1994,98543 
1994,79494 
1994,5750 
1994,69498 
1994,70811 
1994,73704 
1994,2302 
1994,165 
1994,108222 
1994,36646 
1994,45672 
1994,47234 
1994,29371 
1994,95754 
1994,86249 
1994,16202 
2042,78 
2042,820 
2042,106950 
2042,19064 
2042,97198 
2042,71409 
2042,90337 
2042,37006 
2042,83529 
2042,52399 
2042,28682 
2042,73704 
2042,100857 
2042,93084 
2042,95591 
2042,23137 
2042,41712 
2042,77244 
2042,62465 
2042,83887 
2042,106791 
2042,103517 
2042,3158 
2042,31899 
2042,27006 
2042,8336 
2042,82021 
2042,66090 
2042,39454 
2042,72659 
2042,63364 
2042,69504 
2042,2980 
2042,50604 
2042,100416 
2042,49582 
2042,3492 
2042,50054 
2042,75819 
2042,107437 
2042,99730 
2042,16759 
2042,47193 
2042,36236 
2042,12986 
2042,40141 
2042,48949 
2042,47436 
2042,101610 
2042,8581 
2042,73580 
2042,51188 
2042,73800 
2042,50098 
2042,103155 
2042,43014 
2042,2930 
2042,12670 
2042,104676 
2042,69303 
2042,4291 
2042,81340 
2042,86109 
2042,64709 
2042,105378 
2042,78125 
2042,86984 
2042,30073 
2042,35513 
2042,26233 
2042,82893 
2042,59422 
2042,89549 
2042,8260 
2042,56706 
2042,56612 
2042,49023 
2042,99743 
2042,7705 
2042,6074 
2042,5915 
2042,32754 
2042,68981 
2042,28410 
2071,305 
2071,78084 
2071,66215 
2071,17527 
2071,92556 
2071,82277 
2071,92908 
2071,34473 
2071,27082 
2071,65242 
2122,108745 
2122,48613 
2122,46892 
2122,97281 
2122,24802 
2122,50275 
2166,820 
2166,32879 
2166,65346 
2166,8678 
2166,77987 
2166,49177 
2166,108308 
2166,4064 
2166,5985 
2166,87848 
2166,28514 
2166,28168 
2166,71157 
2166,93318 
2166,107139 
2166,98333 
2166,51779 
2166,54083 
2166,39154 
2166,14399 
2166,103433 
2166,51139 
2166,75824 
2166,59014 
2166,105500 
2166,51763 
2166,22530 
2166,60004 
2166,74612 
2166,72191 
2166,14146 
2166,48887 
2166,69516 
2166,45227 
2166,71366 
2167,45172 
2167,59899 
2167,43545 
2167,65964 
2167,69369 
2167,75577 
2167,19990 
2167,97897 
2167,49905 
2167,69437 
2167,8700 
2167,93693 
2167,57880 
2167,75030 
2167,17992 
2167,89115 
2167,1591 
2167,25553 
2167,69186 
2167,87727 
2167,71668 
2167,45001 
2167,46270 
2167,83762 
2235,27992 
2235,11146 
2235,30408 
2235,42347 
2235,73874 
2235,34331 
2235,48425 
2235,210 
2235,90504 
2235,41791 
2235,15263 
2235,67217 
2235,62171 
2235,24572 
2235,64718 
2235,107065 
2235,15309 
2235,104760 
2235,69767 
2235,62891 
2235,67015 
2235,21917 
2235,90058 
2235,109159 
2235,86945 
2235,32631 
2235,63769 
2235,27441 
2235,24860 
2235,41079 
2235,30682 
2235,79531 
2235,53910 
2235,3227 
2235,77442 
2235,94468 
2302,107157 
2302,8676 
2302,32152 
2302,79018 
2302,76146 
2302,95116 
2302,20002 
2302,45953 
2302,79494 
2302,16202 
2302,99770 
2302,38916 
2302,75153 
2302,69665 
2302,45381 
2302,76022 
2302,21881 
2302,99563 
2302,96797 
2302,88706 
2302,36646 
2302,89677 
2302,61185 
2302,61507 
2302,29371 
2302,50578 
2302,103162 
2302,45222 
2302,15509 
2302,107579 
2443,39070 
2443,11530 
2443,93375 
2443,71402 
2443,97198 
2443,14666 
2443,47999 
2443,109159 
2443,20516 
2443,82040 
2443,45705 
2443,62171 
2443,41338 
2443,91751 
2443,91482 
2443,63364 
2443,44881 
2443,18453 
2443,61932 
2443,14526 
2443,14529 
2443,67467 
2443,28741 
2443,92470 
2443,56386 
2443,44742 
2443,79531 
2443,56508 
2443,23024 
2443,85051 
2443,67742 
2443,70580 
2443,72861 
2469,28017 
2469,11146 
2469,5402 
2469,63769 
2469,15263 
2469,53910 
2469,100928 
2469,86106 
2469,96061 
2469,9216 
2469,66299 
2469,85158 
2469,28821 
2469,79531 
2469,44129 
2469,97198 
2522,57685 
2522,7631 
2522,38403 
2522,41508 
2522,76909 
2522,37121 
2522,31853 
2522,91016 
2522,37669 
2522,46099 
2544,39070 
2544,97198 
2544,46474 
2544,37460 
2544,15263 
2544,53910 
2544,2992 
2544,93082 
2544,45195 
2544,14970 
2544,101285 
2544,38314 
2544,44129 
2544,429 
2544,29918 
2544,7457 
2544,85310 
2544,17422 
2544,74277 
2544,59891 
2544,72850 
2544,14666 
2544,62873 
2544,101531 
2544,1517 
2544,104783 
2544,16797 
2544,3358 
2544,64412 
2544,87395 
2544,63769 
2544,102643 
2544,46929 
2544,109356 
2544,66299 
2544,106805 
2544,80940 
2544,32317 
2544,70560 
2544,93439 
2544,13034 
2544,90111 
2544,86914 
2544,87929 
2544,61952 
2544,92491 
2544,45945 
2544,6186 
2544,41468 
2544,92945 
2544,81726 
2544,17915 
2544,57685 
2544,11149 
2544,51277 
2544,79984 
2544,83675 
2544,62900 
2544,79766 
2544,10066 
2544,92434 
2544,67445 
2544,9216 
2544,75186 
2544,67217 
2544,101951 
2544,5999 
2544,30689 
2544,93692 
2544,76367 
2544,96061 
2544,88406 
2544,15068 
2544,78741 
2544,87548 
2544,36260 
2544,74454 
2544,42799 
2544,28017 
2544,88088 
2544,71666 
2544,11146 
2544,10303 
2544,5160 
2544,70214 
2544,65121 
2544,60012 
2544,32242 
2544,5402 
2544,78973 
2544,17346 
2544,17767 
2544,99265 
2544,29148 
2544,58390 
2544,28379 
2544,6181 
2544,18401 
2544,21966 
2544,13097 
2544,35943 
2544,50516 
2544,56462 
2544,69842 
2544,61734 
2544,47717 
2544,28821 
2544,56508 
2544,44742 
2544,92298 
2544,108238 
2562,82893 
2562,106862 
2562,104395 
2562,64403 
2562,108832 
2562,98003 
2562,77410 
2564,1463 
2564,70636 
2564,7256 
2564,4707 
2564,31233 
2564,92496 
2564,3370 
2564,97198 
2564,78033 
2564,33266 
2564,10324 
2564,13134 
2564,69437 
2564,89109 
2564,60460 
2564,32683 
2564,76529 
2564,15823 
2564,105285 
2564,38135 
2564,61185 
2564,88259 
2564,50518 
2564,72191 
2564,48932 
2564,43361 
2564,48887 
2564,5985 
2564,28600 
2564,106436 
2607,820 
2607,64865 
2607,70985 
2607,3158 
2607,84503 
2607,7325 
2607,66332 
2607,23203 
2607,64108 
2607,27441 
2607,21500 
2607,94926 
2611,57297 
2611,31354 
2611,91254 
2611,109472 
2611,82926 
2611,32651 
2611,73353 
2611,198 
2611,57635 
2611,29833 
2611,20181 
2611,10172 
2611,32760 
2611,28324 
2611,9710 
2611,4049 
2611,14708 
2611,80174 
2611,101068 
2611,106242 
2611,44351 
2611,94731 
2611,5461 
2611,55014 
2611,87581 
2611,75824 
2611,35255 
2611,89168 
2611,108344 
2611,95274 
2611,33200 
2611,85713 
2764,1196 
2764,96722 
2764,89655 
2764,79351 
2764,50648 
2764,54984 
2789,1388 
2789,57243 
2789,86344 
2789,62907 
2789,75824 
2789,69186 
2789,47295 
2789,87305 
2789,95274 
2829,69437 
2829,28017 
2829,17422 
2829,32242 
2829,14666 
2829,88925 
2829,56508 
2829,32791 
2925,84211 
2925,9016 
2925,95108 
2925,38845 
2925,97897 
2925,43562 
2925,21881 
2925,19668 
2925,85653 
2925,14770 
2925,49365 
2925,45222 
2925,108893 
2930,2042 
2930,47530 
2930,6980 
2930,97198 
2930,12755 
2930,63716 
2930,93084 
2930,43530 
2930,59484 
2930,86415 
2930,45222 
2930,52425 
2930,41851 
2930,50909 
2930,49535 
2930,63364 
2930,70977 
2930,48509 
2930,98768 
2930,70580 
2930,45153 
2930,16643 
2930,26801 
2930,75734 
2930,39860 
2930,37575 
2930,88199 
2930,67467 
2930,14770 
2930,18376 
2930,58169 
2930,52760 
2930,3260 
2930,57109 
2930,95873 
2930,106241 
2930,82893 
2930,21881 
2930,15223 
2930,86144 
2930,69186 
2930,97375 
2930,20265 
2930,57788 
2930,85051 
2980,2042 
2980,72471 
2980,47193 
2980,12986 
2980,18331 
2980,28410 
2980,27006 
2980,20265 
2980,105378 
2980,57707 
2980,100857 
2980,50054 
2980,107437 
2992,7631 
2992,97198 
2992,57577 
2992,91469 
2992,10726 
2992,84233 
2992,104760 
2992,31853 
2992,91016 
2992,44881 
2992,90058 
2992,94468 
2992,30559 
2992,101951 
2992,21188 
2992,59891 
2992,14666 
2992,75428 
2992,72861 
2992,78223 
2992,15934 
2992,28887 
2992,48425 
2992,58064 
2992,48260 
2992,80792 
2992,46929 
2992,84507 
2992,68454 
2992,91751 
2992,108683 
2992,76909 
2992,63769 
2992,41791 
2992,40556 
2992,40339 
2992,46099 
2992,79531 
2992,33635 
2992,11146 
2992,57685 
2992,55032 
2992,67445 
2992,62509 
2992,55092 
2992,7752 
2992,90961 
2992,50317 
2992,37121 
2992,96061 
2992,94793 
2992,67467 
2992,49479 
2992,41079 
2992,10303 
2992,18401 
2992,77442 
2992,5402 
2992,109159 
2992,2443 
2992,100145 
2992,104242 
2992,2042 
2992,62171 
2992,97571 
2992,15009 
2992,91482 
2992,32215 
2992,2469 
2992,69186 
2992,82040 
2992,98666 
2992,99746 
2992,56508 
2992,68370 
3094,63272 
3094,5514 
3094,8336 
3094,77355 
3094,68327 
3094,3784 
3094,68343 
3094,10324 
3094,88616 
3094,13134 
3094,39041 
3094,69437 
3094,74168 
3094,72389 
3094,98292 
3094,105285 
3094,107790 
3094,69186 
3094,38135 
3094,91714 
3094,48887 
3094,40741 
3096,37931 
3096,44120 
3106,97882 
3106,37455 
3106,7207 
3106,107591 
3106,30726 
3106,70179 
3106,3158 
3106,78443 
3106,95047 
3106,36040 
3106,23661 
3106,70811 
3106,45072 
3106,80611 
3106,79351 
3106,29487 
3106,64403 
3106,62365 
3106,10106 
3158,2042 
3158,27802 
3158,196 
3158,7207 
3158,40023 
3158,26233 
3158,3746 
3158,73686 
3158,34441 
3158,53920 
3158,73704 
3158,12702 
3158,40730 
3158,64403 
3158,43530 
3158,45222 
3158,100251 
3158,17369 
3158,97882 
3158,82893 
3158,13164 
3158,19532 
3158,66500 
3158,78443 
3158,46063 
3158,3158 
3158,106342 
3158,50251 
3158,55048 
3158,5750 
3158,49535 
3158,3348 
3158,31260 
3158,72887 
3158,83235 
3158,19139 
3158,45672 
3158,82802 
3158,95169 
3158,98768 
3158,45153 
3158,64865 
3158,39860 
3158,36236 
3158,24416 
3158,9118 
3158,73738 
3158,89255 
3158,98997 
3158,17084 
3158,85566 
3158,36040 
3158,97731 
3158,70811 
3158,65321 
3158,79351 
3158,53851 
3158,39751 
3158,94926 
3158,74466 
3158,33902 
3158,69303 
3158,45330 
3158,3589 
3158,76819 
3158,71148 
3158,165 
3158,62365 
3158,91634 
3158,55185 
3158,23661 
3158,77695 
3158,103075 
3158,39785 
3158,84410 
3158,99730 
3158,100377 
3158,78125 
3158,68315 
3158,52399 
3158,29487 
3158,30726 
3158,89576 
3176,35443 
3176,63872 
3176,77691 
3176,107133 
3176,87712 
3176,107091 
3176,20100 
3176,26250 
3227,2235 
3227,11146 
3227,30408 
3227,28887 
3227,62171 
3227,15263 
3227,97198 
3227,57577 
3227,13593 
3227,39444 
3227,10066 
3227,2042 
3227,99542 
3227,62891 
3227,78887 
3227,53910 
3227,41545 
3227,46929 
3227,84507 
3227,57532 
3227,9216 
